time_stats.moe_gating.min,time_stats.moe_gating.max,time_stats.moe_gating.mean,time_stats.moe_gating.median,time_stats.moe_gating.std,time_stats.moe_shuffling.min,time_stats.moe_shuffling.max,time_stats.moe_shuffling.mean,time_stats.moe_shuffling.median,time_stats.moe_shuffling.std,time_stats.moe_grouped_gemm.min,time_stats.moe_grouped_gemm.max,time_stats.moe_grouped_gemm.mean,time_stats.moe_grouped_gemm.median,time_stats.moe_grouped_gemm.std,time_stats.moe_expert_up_proj.min,time_stats.moe_expert_up_proj.max,time_stats.moe_expert_up_proj.mean,time_stats.moe_expert_up_proj.median,time_stats.moe_expert_up_proj.std,time_stats.moe_expert_down_proj.min,time_stats.moe_expert_down_proj.max,time_stats.moe_expert_down_proj.mean,time_stats.moe_expert_down_proj.median,time_stats.moe_expert_down_proj.std,num_tokens,num_experts,num_experts_per_device,expert_parallel_size,router_topk,hidden_dim,expert_hidden_dim,use_gated,num_tensor_parallel_workers
0.043000000000000003,0.043000000000000003,0.043000000000000003,0.043000000000000003,0.0,0.26,0.26,0.26,0.26,0.0,8.266,8.266,8.266,8.266,0.0,0.681,0.681,0.681,0.681,0.0,0.28600000000000003,0.28700000000000003,0.286125,0.28600000000000003,0.0003307189138830741,2400,8,8,1,2,4096,14336,True,1
0.053,0.053,0.053,0.053,0.0,0.311,0.311,0.311,0.311,0.0,10.112,10.112,10.112,10.112,0.0,0.837,0.839,0.8378749999999999,0.838,0.0005994789404140904,0.35000000000000003,0.352,0.35150000000000003,0.352,0.0007071067811865237,2368,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.255,0.255,0.255,0.255,0.0,8.256,8.256,8.256,8.256,0.0,0.681,0.681,0.681,0.681,0.0,0.28500000000000003,0.28700000000000003,0.286125,0.28600000000000003,0.0005994789404140905,2336,8,8,1,2,4096,14336,True,1
0.042,0.042,0.042,0.042,0.0,0.259,0.259,0.259,0.259,0.0,7.178,7.178,7.178,7.178,0.0,0.547,0.549,0.5477500000000001,0.548,0.0006614378277661482,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.0,2304,8,8,1,2,4096,14336,True,1
0.038,0.038,0.038,0.038,0.0,0.255,0.255,0.255,0.255,0.0,7.243,7.243,7.243,7.243,0.0,0.554,0.556,0.554875,0.555,0.0005994789404140904,0.28400000000000003,0.28600000000000003,0.28575000000000006,0.28600000000000003,0.0006614378277661482,2272,8,8,1,2,4096,14336,True,1
0.045,0.045,0.045,0.045,0.0,0.295,0.295,0.295,0.295,0.0,8.669,8.669,8.669,8.669,0.0,0.654,0.66,0.6577500000000001,0.659,0.002436698586202243,0.35000000000000003,0.354,0.352375,0.35250000000000004,0.0016535945694153434,2240,8,8,1,2,4096,14336,True,1
0.036000000000000004,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.0,0.241,0.241,0.241,0.241,0.0,7.221,7.221,7.221,7.221,0.0,0.552,0.554,0.55325,0.553,0.0006614378277661482,0.28600000000000003,0.28800000000000003,0.286625,0.28650000000000003,0.0006959705453537533,2208,8,8,1,2,4096,14336,True,1
0.037,0.037,0.037,0.037,0.0,0.242,0.242,0.242,0.242,0.0,7.2250000000000005,7.2250000000000005,7.2250000000000005,7.2250000000000005,0.0,0.552,0.554,0.552625,0.5525,0.0006959705453537533,0.28700000000000003,0.289,0.28825,0.28800000000000003,0.0006614378277661246,2176,8,8,1,2,4096,14336,True,1
0.036000000000000004,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.0,0.23700000000000002,0.23700000000000002,0.23700000000000002,0.23700000000000002,0.0,7.115,7.115,7.115,7.115,0.0,0.539,0.545,0.543125,0.544,0.0022043990110685516,0.28500000000000003,0.28600000000000003,0.28537500000000005,0.28500000000000003,0.0004841229182759276,2144,8,8,1,2,4096,14336,True,1
0.046,0.046,0.046,0.046,0.0,0.28800000000000003,0.28800000000000003,0.28800000000000003,0.28800000000000003,0.0,8.59,8.59,8.59,8.59,0.0,0.654,0.655,0.654625,0.655,0.00048412291827592754,0.35000000000000003,0.35100000000000003,0.35037500000000005,0.35000000000000003,0.0004841229182759276,2112,8,8,1,2,4096,14336,True,1
