time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030079999999999244,0.0030400000000000774,0.003020600000000013,0.0030080000000000384,1.543502510527605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,0,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016126999999999954,0.01628800000000001,0.016216799999999965,0.016222999999999956,5.531148162904068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,128,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01638300000000004,0.01648100000000011,0.016435800000000018,0.016448999999999957,3.326499661807401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,256,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01651100000000008,0.016606999999999972,0.016543200000000025,0.016543000000000006,3.4873485630167925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,384,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016672000000000027,0.016798999999999977,0.016729599999999983,0.01673599999999999,4.200285704567487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,512,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016671999999999913,0.016894999999999983,0.01675499999999997,0.01673599999999999,7.696752561957693e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,640,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016991999999999962,0.017120000000000003,0.017036400000000004,0.017023000000000024,4.786898787314094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,768,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016926999999999907,0.017024000000000115,0.01697239999999999,0.016958999999999946,3.318794962038296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,128,896,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019167000000000146,0.019520000000000096,0.01934040000000007,0.019358999999999925,0.00012760031347922179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,160,0,True,FLASHINFER,False,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019549999999999956,0.01980600000000004,0.019672600000000012,0.019646999999999935,0.00010200313720668385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,16,16,16,1,4096,1,160,160,True,FLASHINFER,False,,,,,,,,,,
